,Headline,Body ID,Stance
989,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,125,0
990,Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,1298,0
991,"Video showing American journalist beheaded believed real, officials and family say",1627,0
992,"Boko Haram agrees to ceasefire, release of school girls",1372,0
993,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1832,1
994,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,874,0
995,Weather Channel’s Mike Seidel was not caught with his pants down,205,0
996,"NYPD to issue tickets instead of arrest for weed possession, report says",2389,1
997,The iPhone 6 'Hairgate' Is Not a Thing,1041,1
998,'Spiderman' squished: Perth experts debunk spider burrowing claims,959,0
999,We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1889,1
1000,6 hidden mass graves may hold missing Mexican students,251,0
1001,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1661,0
1002,Audio of gunfire in Michael Brown case authenticated by app company,1461,1
1003,Star Wars 7: JJ Abrams want to move release to summer 2015,748,0
1004,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,195,0
1005,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,511,0
1006,Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2087,0
1007,Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1165,0
1008,Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1303,0
1009,"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",793,0
1010,Has Ebola infected Isis militants in Mosul?,1948,0
1011,Saudis Say Michelle Obama Not Blurred on TV,2251,0
1012,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1256,0
1013,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",524,0
1014,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,666,1
1015,Weatherman caught peeing live on camera,205,0
1016,A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,1292,0
1017,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2360,0
1018,WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,2511,1
1019,Macaulay Culkin dead hoax: Fake death report spreads on social networks,722,0
1020,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1737,0
1021,$YUM Serving Up #Marijuana & Fried Chicken,331,0
1022,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,81,0
1023,Reports of missing Libyan planes raise 9/11 terror fears,2448,1
1024,Comcast gets customer fired for complaining about poor service,2133,1
1025,US officials: Video shows American's execution,1372,0
1026,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2180,1
1027,Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1143,0
1028,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,702,0
1029,Mass grave found after 40 students disappear in Mexican protest,1825,0
1030,James Foley remembered as 'brave and tireless' journalist,1336,1
1031,Fake Fox News Website Reports Judd Nelson’s Death for Some Reason,2481,0
1032,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,2124,0
1033,You all had an abortion! [Google Translate],1221,0
1034,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1175,0
1035,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,777,0
1036,Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,1787,0
1037,Christian Bale won't play Steve Jobs,687,0
1038,Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),1349,0
1039,Report: Possible audio tape of Michael Brown shooting,958,0
1040,Rapper identified as James Foley's executioner: reports,472,1
1041,This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,530,0
1042,"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1588,0
1043,Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,550,0
1044,See the Crater a Meteorite Made in Nicaragua,1179,0
1045,Sugarhill Gang rapper Big Bank Hank dies aged 57,1637,0
1046,BREAKING: British-born hostage 'KILLED in failed rescue attempt',825,1
1047,Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,304,0
1048,Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2097,0
1049,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1476,0
1050,Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2252,0
1051,Predator drones being flown over Isil's Syrian 'capital',909,0
1052,Islamic State claims it executed American photojournalist James Foley,984,0
1053,Macaulay Culkin Dead? Fans Freak Out Over Death Rumors,2252,0
1054,Vandal paints penis on £1.5million Bugatti Veyron,822,0
1055,"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",1939,0
1056,Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2501,0
1057,Media reports identify Londoner as Islamic State's ‘Jihadi John’,1346,1
1058,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1372,0
1059,"Don't forget to tip...especially if you spend $300,000",830,0
1060,Man chops off his own penis after girlfriend told him he was no good in bed,1517,1
1061,"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",2468,1
1062,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2109,0
1063,Penis graffiti drawn on £1.5million Bugatti Veyron,822,0
1064,Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2412,1
1065,"Dead for 48 minutes, this Catholic Priest claims God is female",1849,1
1066,"Managua explosion not a meteorite, NASA suggests",269,0
1067,Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,2360,1
1068,New Audio Shows Michael Brown Was Shot at 11 Times,539,0
1069,CNN Airs Alleged Audio from Michael Brown Shooting,844,0
1070,ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2386,1
1071,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1893,0
1072,Man chops off own penis after being dumped by his girlfriend,633,0
1073,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1016,1
1074,New iOS 8 bug can delete all of your iCloud documents,1574,0
1075,Letter From Lego To Parents In The '70s Makes An Important Point About Gender,1689,0
1076,Mystery man slaps shoppers around head for sneezing,2277,0
1077,Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1223,0
1078,Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1480,0
1079,Vogue's new digs are reportedly swarming with rats,1435,0
1080,Apple Watch won’t be the digital doctor it could have been,1788,1
1081,Boko Haram denies it has agreed ceasefire,1003,0
1082,"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",2042,0
1083,From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,867,0
1084,Apple’s next MacBook could be a 12-inch MacBook Air,480,0
1085,Kim Jong-un 'set to open a new restaurant in SCOTLAND',2225,1
1086,Comcast Says You Can Keep Your Tor,1572,1
1087,"Boko Haram claims to have German hostage, denies ceasefire",304,0
1088,Soldier shot at war memorial in Canada,2404,0
1089,"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2265,0
1090,US confirms death of Somalia terror group leader,2374,1
1091,Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,30,0
1092,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2039,0
1093,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",298,0
1094,Bali spider burrows under Aussie’s chest,1797,0
1095,"Islamic State training pilots to fly MiG fighter planes, says monitoring group",1606,1
1096,Amazon plans a streaming-video alternative,531,0
1097,The Chinese Guide to Avoiding a Bad English Name,477,0
1098,PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,1175,0
1099,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",244,0
1100,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,690,0
1101,Rumors of ISIS leader's death debunked,2343,0
1102,Questions raised over Nicaragua 'meteorite',524,0
1103,"Managua explosion not a meteorite, NASA suggests",816,0
1104,Terrorism fears rise amid reports of stolen jetliners,2162,1
1105,"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1471,0
1106,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2304,0
1107,‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1393,1
1108,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,505,0
1109,"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",529,0
1110,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1010,0
1111,A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,1437,0
1112,Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,2306,0
1113,Saddam Hussein’s pilots training Islamic State group,2188,0
1114,CNN Posts Alleged Audio of Michael Brown Shooting,1379,1
1115,ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real,1370,1
1116,Here Are Microsoft's New Robot Security Guards,2295,0
1117,Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,2328,0
1118,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1400,0
1119,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",524,0
1120,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",313,0
1121,Wife and child of Islamic State leader Baghdadi held in Lebanon,1263,0
1122,Cold Turkey,2388,0
1123,Homeland Security says terrorists haven't crossed U.S-Mexico border,1946,1
1124,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1658,0
1125,Macklemore Gets Twitter-Trolled with the #MacklemoreJoinedISIS,684,0
1126,Purported ISIS claim: Jordan airstrike kills female US hostage,2260,0
1127,AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,2521,0
1128,Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1864,1
1129,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,80,0
1130,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1289,0
1131,ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,1936,0
1132,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",381,0
1133,Boko Haram ceasefire ignored as violence flares in Borno state,903,0
1134,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1786,0
1135,Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1802,0
1136,Italian fisherman catches monstrous 280-pound catfish,18,1
1137,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,381,0
1138,"Jose Canseco injured in accidental shooting, per reports",1772,0
1139,"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2223,0
1140,Isilkulskom student has gained superhero powers after shock,2415,1
1141,Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2523,0
1142,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1295,0
1143,Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,244,0
1144,Hunt for 'cruel' owner who abandoned dog at train station,1502,0
1145,Chinese State Media Warns People To Stop Calling Themselves Dumbledore,2115,0
1146,US Marine survives headshot from Taliban (video),1934,0
1147,Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2075,1
1148,Saudi cleric issues fatwa on snowmen,1950,0
1149,Kim Jong-un necks litres of rare SNAKE wine because he's too fat to please his wife,55,0
1150,Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1974,0
1151,Ottawa Gunman Identified As Michael Zehaf-Bibeau,213,0
1152,"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",403,0
1153,ISIL Beheads American Photojournalist in Iraq,205,1
1154,FBI Probing Alleged Audio of Michael Brown Shooting,121,0
1155,Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1865,1
1156,The iPhone 6 'Hairgate' Is Not a Thing,161,0
1157,Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,220,0
1158,World's oldest burger,1311,1
1159,‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,2531,0
1160,"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2266,1
1161,Iraqi media says ISIS militants have contracted Ebola,483,0
1162,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1175,1
1163,7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2124,0
